idn,Haupttitel,Verlagsname,Erscheinungsort,author.name,author.vorname,sprache.text,sprache.original,lat,long
361177712,A @new order for Germany,National Peace Council,London,Lütkens,Gerhart,eng,NA,51.5073219,-0.1276474
361260431,Die @Reformation der Gesinnung durch Erziehung zum Selbstvertrauen,Der @Neue Geist Verlag,Leipzig,Nelson,Leonard,ger,NA,51.3406321,12.3747329
361708750,Die @Handgranate des Friedensapostels,Siko,[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
361708769,Parteitag der Freiheit,Siko,[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
362073309,Der @Freitagabend,Brandus,Berlin,Prinz,Joachim,ger,NA,52.5170365,13.3888599
362073309,Der @Freitagabend,Brandus,Berlin,Prinz,Joachim,heb,NA,52.5170365,13.3888599
362077819,Hiob - und wir,Brandus,Berlin,Proskauer,Walter,ger,NA,52.5170365,13.3888599
362077819,Hiob - und wir,Brandus,[Leipzig],Proskauer,Walter,ger,NA,51.3406321,12.3747329
362077819,Hiob - und wir,[Volckmar],Berlin,Proskauer,Walter,ger,NA,52.5170365,13.3888599
362077819,Hiob - und wir,[Volckmar],[Leipzig],Proskauer,Walter,ger,NA,51.3406321,12.3747329
362434255,On my way,"Wittenborn, Schultz, Inc.",New York,Arp,Hans,eng,NA,40.7127281,-74.0060152
362438579,Das @Schloss,Schocken,"New York, NY",Kafka,Franz,ger,NA,25.214103950000002,55.15085102248102
362438617,Der @Prozess,Schocken Books,New York,Kafka,Franz,ger,NA,40.7127281,-74.0060152
362642710,Die @schönsten Legenden aus dem Talmud,Brandus,Berlin,Schnitzer,Manuel,ger,NA,52.5170365,13.3888599
362786941,Welche Auffassung hat die Sozialdemokratie von der nationalen Frage?,Die @Welt,Stockholm,Stalin,Josif Vissarionovič,ger,NA,59.3251172,18.0710935
362850763,Palästinensisches Tagebuch,Brandus,Berlin,Sturmann,Manfred,ger,NA,52.5170365,13.3888599
363715606,Beyond painting,"Wittenborn, Schultz",New York,Ernst,Max,eng,NA,40.7127281,-74.0060152
363976167,Oesterreichischer Humor von Neithart von Reuental bis Alfred Polgar,[Free Austrian Movement],[London],NA,NA,ger,NA,51.5073219,-0.1276474
364021195,Die @Hauptrichtungen der Pädagogik der Neuzeit in ihrer Bedeutung für die Neugestaltung des jüdischen Unterrichtswesens,[s. n.] @,[s. l.] @,Lewkowitz,Albert,ger,NA,35.575253849999996,-78.74237343499374
364473436,O wonnigliche Reiselust,Classen,Zürich,Platen,August,ger,NA,47.3744489,8.5410422
366145614,Ein @Mann gegen Europa,Europa Verl.,Zürich,Heiden,Konrad,ger,NA,47.3744489,8.5410422
366741047,"Joseph, der Ernährer",Bermann-Fischer,Stockholm,Mann,Thomas,ger,NA,59.3251172,18.0710935
366741055,"Joosef, ruokkija",Söderström,Porvoo,Mann,Thomas,fin,NA,60.3953913,25.6604862
366741055,"Joosef, ruokkija",Söderström,Helsinki,Mann,Thomas,fin,NA,60.1674881,24.9427473
366741071,Der @junge Joseph,S. @Fischer Verl.,Berlin,Mann,Thomas,ger,NA,52.5170365,13.3888599
367442051,Interaction between the phosphorus atoms of the wheat seedling and the nutrient solution,Almqvist & Wiksell,Stockholm,Hevesy,Georg,swe,NA,59.3251172,18.0710935
368404323,Mirjam in Amerika,van @Ditmar,Amsterdam,Tetzner,Lisa,dut,NA,52.3727598,4.8936041
368404323,Mirjam in Amerika,van @Ditmar,Antwerpen,Tetzner,Lisa,dut,NA,51.2211097,4.3997081
572201095,Der @junge David: sieben Bilder,S. @Fischer Verl.,Berlin,Beer-Hofmann,Richard,ger,NA,52.5170365,13.3888599
572254849,Bericht der Königlichen Kommission für Palästina,Dayag Pr.,Tel-Aviv,NA,NA,ger,NA,32.0852997,34.7818064
572505876,Der @Stachel in der Seele,Amandus-Edition,Wien,Braun,Felix,ger,NA,48.2083537,16.3725042
572554672,Königtum Gottes,Schocken,Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554672,Königtum Gottes,Schocken,[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
572554672,Königtum Gottes,[C. Fr. @Fleischer],Berlin,Buber,Martin,ger,NA,52.5170365,13.3888599
572554672,Königtum Gottes,[C. Fr. @Fleischer],[Leipzig],Buber,Martin,ger,NA,51.3406321,12.3747329
57270772X,Das @kommende Deutschland,[Siko],[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
572882149,Bürger und Soldaten 1918,Bermann-Fischer,Stockholm,Döblin,Alfred,ger,NA,59.3251172,18.0710935
572882149,Bürger und Soldaten 1918,Bermann-Fischer,Amsterdam,Döblin,Alfred,ger,NA,52.3727598,4.8936041
572882149,Bürger und Soldaten 1918,Querido-Verl.,Stockholm,Döblin,Alfred,ger,NA,59.3251172,18.0710935
572882149,Bürger und Soldaten 1918,Querido-Verl.,Amsterdam,Döblin,Alfred,ger,NA,52.3727598,4.8936041
57288219X,Die @Fahrt ins Land ohne Tod,Querido,Amsterdam,Döblin,Alfred,ger,NA,52.3727598,4.8936041
572882319,Der @blaue Tiger,Querido,Amsterdam,Döblin,Alfred,ger,NA,52.3727598,4.8936041
573709645,Ein @Mann gegen Europa,Europa-Verl.,Zürich,Heiden,Konrad,ger,NA,47.3744489,8.5410422
574114491,Trotz alledem,Verlagsgenossenschaft ausländ. Arbeiter in der UdSSR,Moskau,Illés,Béla,ger,NA,55.7504461,37.6174943
574114491,Trotz alledem,Verlagsgenossenschaft ausländ. Arbeiter in der UdSSR,Leningrad,Illés,Béla,ger,NA,59.938732,30.316229
57420024X,Der @Prozeß,Schocken,Berlin,Kafka,Franz,ger,NA,52.5170365,13.3888599
574200290,Das @Schloß,Schocken,Berlin,Kafka,Franz,ger,NA,52.5170365,13.3888599
57498626X,Die @Geschichten Jaakobs,S. @Fischer,Berlin,Mann,Thomas,ger,NA,52.5170365,13.3888599
574986464,Joseph in Ägypten,Bermann-Fischer,Wien,Mann,Thomas,ger,NA,48.2083537,16.3725042
574986464,Joseph in Ägypten,Bermann-Fischer,[Leipzig],Mann,Thomas,ger,NA,51.3406321,12.3747329
574986464,Joseph in Ägypten,[C. Fr. @Fleischer],Wien,Mann,Thomas,ger,NA,48.2083537,16.3725042
574986464,Joseph in Ägypten,[C. Fr. @Fleischer],[Leipzig],Mann,Thomas,ger,NA,51.3406321,12.3747329
574986618,Leiden und Grösse der Meister,S. @Fischer Verl.,Berlin,Mann,Thomas,ger,NA,52.5170365,13.3888599
575322845,Völkische Organisationen,Ernst @Oldenburg Verlag,Leipzig,Stillich,Oskar,ger,NA,51.3406321,12.3747329
575993936,Vom Wesen der Musik,Mondial-Verl.,Winterthur,Scherchen,Hermann,ger,NA,47.4991723,8.7291498
576433306,Beleuchtung von 3 Seiten,[Siko],[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
576433322,Frohe Feste - saure Wochen,Siko,[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
576433330,Fünf Jahre,[Siko],[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
576433349,Im Kreise herum,[Siko],[Brüssel],NA,NA,ger,NA,50.8465573,4.351697
576665460,"Im Kampf um Gott, Volk und Land",Kedem,Berlin,Theilhaber,Felix A.,ger,NA,52.5170365,13.3888599
577068172,Beethoven,Free Austrian Books,London,NA,NA,ger,NA,51.5073219,-0.1276474
577105345,The @house in the Museum Garden,The @Museum of Modern Art,New York,Breuer,Marcel,eng,NA,40.7127281,-74.0060152
577493000,De @kinderen op het eiland,van @Ditmar,Amsterdam,Tetzner,Lisa,dut,NA,52.3727598,4.8936041
577493000,De @kinderen op het eiland,van @Ditmar,Antwerpen,Tetzner,Lisa,dut,NA,51.2211097,4.3997081
577864432,Jaakobs upplevelser,Bonnier,Stockholm,Mann,Thomas,swe,NA,59.3251172,18.0710935
577864777,Joosef Egyptissä,Söderström,Porvoo,Mann,Thomas,fin,NA,60.3953913,25.6604862
577864777,Joosef Egyptissä,Söderström,Helsinki,Mann,Thomas,fin,NA,60.1674881,24.9427473
577864815,Josef i Egypten,Bonnier,Stockholm,Mann,Thomas,swe,NA,59.3251172,18.0710935
577864963,Den @unge Josef,Bonnier,Stockholm,Mann,Thomas,swe,NA,59.3251172,18.0710935
577867679,Communal Sick-Care in the German Ghetto,Hebrew Union College Press,Cincinnati,Marcus,Jacob Rader,eng,NA,39.1014537,-84.5124602
577887165,The @cultural Migration,University of Pennsylvania Press,Philadelphia,NA,NA,eng,NA,39.9527237,-75.1635262
577887165,The @cultural Migration,University of Pennsylvania Press,London,NA,NA,eng,NA,51.5073219,-0.1276474
577887165,The @cultural Migration,"Cumberlege, Oxford University Press",Philadelphia,NA,NA,eng,NA,39.9527237,-75.1635262
577887165,The @cultural Migration,"Cumberlege, Oxford University Press",London,NA,NA,eng,NA,51.5073219,-0.1276474
578233843,Laudin und die Seinen,Posen,Zürich,Wassermann,Jakob,ger,NA,47.3744489,8.5410422
578529939,Kaleidoskop,Reichner,Wien,Zweig,Stefan,ger,NA,48.2083537,16.3725042
578529939,Kaleidoskop,Reichner,Leipzig,Zweig,Stefan,ger,NA,51.3406321,12.3747329
578529939,Kaleidoskop,Reichner,Zürich,Zweig,Stefan,ger,NA,47.3744489,8.5410422
578530082,Die @Kette,Reichner,Wien,Zweig,Stefan,ger,NA,48.2083537,16.3725042
578530082,Die @Kette,Reichner,Leipzig,Zweig,Stefan,ger,NA,51.3406321,12.3747329
578851237,Die @Bilu auf dem Wege,Hauptbureau d. KKL,Jerusalem,Ben-Tsiyon,Śimḥah,ger,NA,31.79592425,35.21198075969497
578851237,Die @Bilu auf dem Wege,Hauptbureau d. KKL,Tel-Aviv,Ben-Tsiyon,Śimḥah,ger,NA,32.0852997,34.7818064
578851237,Die @Bilu auf dem Wege,Omanuth-Verl.,Jerusalem,Ben-Tsiyon,Śimḥah,ger,NA,31.79592425,35.21198075969497
578851237,Die @Bilu auf dem Wege,Omanuth-Verl.,Tel-Aviv,Ben-Tsiyon,Śimḥah,ger,NA,32.0852997,34.7818064
578851245,Die @Bilu am Ziel,Hauptbureau d. KKL,Jerusalem,Ben-Tsiyon,Śimḥah,ger,NA,31.79592425,35.21198075969497
578851245,Die @Bilu am Ziel,Hauptbureau d. KKL,Tel-Aviv,Ben-Tsiyon,Śimḥah,ger,NA,32.0852997,34.7818064
578851245,Die @Bilu am Ziel,"""Omanuth""-Verl.",Jerusalem,Ben-Tsiyon,Śimḥah,ger,NA,31.79592425,35.21198075969497
578851245,Die @Bilu am Ziel,"""Omanuth""-Verl.",Tel-Aviv,Ben-Tsiyon,Śimḥah,ger,NA,32.0852997,34.7818064
57904680X,Convention concernant le statut des réfugiés provenant d'Allemagne,Société des Nations,Genève,NA,NA,fre,NA,46.2017559,6.1466014
57904680X,Convention concernant le statut des réfugiés provenant d'Allemagne,Société des Nations,Genève,NA,NA,eng,NA,46.2017559,6.1466014
57908938X,The @underground struggle in Germany,Fact,London,Anderson,Evelyn,eng,NA,51.5073219,-0.1276474
579260712,Livre brun sur l'incendie du Reichstag et la terreur hitlérienne,Ed. du Carrefour,Paris,NA,NA,fre,NA,48.8588897,2.3200410217200766
579621626,Friede oder Krieg?,The @New Commonwealth,London,Davies,David Davies,ger,NA,51.5073219,-0.1276474
57965379X,Der @Kampf gegen den imperialistischen Krieg,"""Die @Welt""",Stockholm,Dimitrov,Georgi,ger,NA,59.3251172,18.0710935
579733602,Die @sittlichen Grundlagen des genossenschaftlichen Gedankens,[s.n.] @,[S.l.] @,Endres,Franz Carl,ger,NA,35.575253849999996,-78.74237343499374
580060039,Prospérité et dépression,Société des Nations,Genève [Genf],Haberler,Gottfried,fre,NA,46.2017559,6.1466014
580629481,Lettre de démission,Société des Nations,Genève [Genf],McDonald,James G.,fre,NA,46.2017559,6.1466014
580943917,Den @moderne handels omkostninger,Schønberg,København,Hirsch,Julius,dan,NA,55.6867243,12.5700724
991674669,Aus der Frühzeit der amerikanischen Baumwolle,[Ciba],Basel,NA,NA,NA,NA,47.5581077,7.5878261
991695429,Britain through foreign eyes,Query Publications,London,NA,NA,eng,NA,51.5073219,-0.1276474
991703391,Hā-ôfensîva ha-estrātegit šel běnôt hab-bĕrît,Ṭversqî,Tēl-Āvîv,Aviśar,Etan,heb,NA,11.4797028,-85.6661002
991703529,Development of the basic Rorschach score,[s.n.] @,[Los Angeles],Buhler,Charlotte Malachowski,eng,NA,34.0536909,-118.242766
991703545,Hā-ôfensîva ha-estrātegît šel haṣ-ṣîr,Ṭversqî,Tēl-Āvîv,Aviśar,Etan,heb,NA,11.4797028,-85.6661002
991705114,Bäuerliche Textilkunst in Rumänien,Ciba,Basel,NA,NA,NA,NA,47.5581077,7.5878261
991706552,Mexico and the Inca lands,Cassell,London,Busoni,Rafaello,eng,NA,51.5073219,-0.1276474
991706552,Mexico and the Inca lands,Cassell,Toronto,Busoni,Rafaello,eng,NA,43.6534817,-79.3839347
991706552,Mexico and the Inca lands,Cassell,Melbourne,Busoni,Rafaello,eng,NA,-37.8142176,144.9631608
991706552,Mexico and the Inca lands,Cassell,Sydney,Busoni,Rafaello,eng,NA,-33.8698439,151.2082848
991706722,The @Negro lands and East Africa,Cassell,London,Busoni,Rafaello,eng,NA,51.5073219,-0.1276474
991706722,The @Negro lands and East Africa,Cassell,Toronto,Busoni,Rafaello,eng,NA,43.6534817,-79.3839347
991706722,The @Negro lands and East Africa,Cassell,Melbourne,Busoni,Rafaello,eng,NA,-37.8142176,144.9631608
991706722,The @Negro lands and East Africa,Cassell,Sydney,Busoni,Rafaello,eng,NA,-33.8698439,151.2082848
991744012,Die @Fahne,Ciba,Basel,NA,NA,NA,NA,47.5581077,7.5878261
991762576,Il @giorno verrà,Mondadori,[Milano],Feuchtwanger,Lion,ita,NA,45.4641943,9.1896346
991764331,Critica,Herder,Barcelona,Donat,Josef,lat,NA,41.3828939,2.1774322
991771613,International monetary policies,Board of Governors of the Federal Reserve System,Washington,NA,NA,eng,NA,38.8950368,-77.0365427
991792688,Correction de quelques erreurs dans la table d'indices de M. Kraitchik,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,fre,NA,63.4305658,10.3951929
991793021,Über den Mittelwertsatz der Integralrechnung,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991793471,Über die eineindeutige Abbildung zweiter Bereiche auf einander bei nichtverschwindender Funktionaldeterminante,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991793773,Über eine Formel von Frobenius,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991793927,Über einen Satz von Leudesdorf,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991794648,Sur le nombre d'éléments du groupe symetrique Sn dont l'ordre est un nombre premier,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,fre,NA,63.4305658,10.3951929
991794761,Sur les nombres hypercomplexes,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,fre,NA,63.4305658,10.3951929
991794850,Sur les propriétés d'une classe der série entières,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,fre,NA,63.4305658,10.3951929
991795210,Sur l'inversion d'une série entière,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,fre,NA,63.4305658,10.3951929
991795288,Zur Hauptachsentransformation einer positiv definiten quadratischen Form,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991795636,Zur Theorie der Bernoullischen Zahlen,Brun,Trondhjem [Trondheim],Jacobsthal,Ernst,ger,NA,63.4305658,10.3951929
991802861,Johann-Strauss-Brevier,Classen,Zürich,NA,NA,ger,NA,47.3744489,8.5410422
991824628,Zur deutschen Geschichte,Zentralstelle für d. Bildungswesen d. DSAP in d. ČSR,Prag,Mehring,Franz,ger,NA,50.0874654,14.4212535
991832124,Sosyal siyaset,[s.n.] @,Istanbul,Kessler,Gerhard,tur,NA,41.0091982,28.9662187
991833538,Komün bilgisinin esas meseleleri,Cumhuriyet Matbaası,İstanbul,NA,NA,tur,NA,41.0091982,28.9662187
991855485,Maliyeye dair tetkikler,Akgün,Istanbul,Neumark,Fritz,tur,NA,41.0091982,28.9662187
991867335,Šîrê ṣaʿar wĕ-ša ʿǎšûʿîm,Maḥbārôt lĕ-Sifrût,Tēl-Āvîv,NA,NA,heb,NA,11.4797028,-85.6661002
991869486,Šîrê yĕdîdōt wĕ-aḥăwā,Maḥbārôt lĕ-Sifrût,Tēl-Āvîv,NA,NA,heb,NA,11.4797028,-85.6661002
991869486,Šîrê yĕdîdōt wĕ-aḥăwā,NA,Tēl-Āvîv,NA,NA,heb,NA,11.4797028,-85.6661002
991887921,Nĕʿûrîm wĕ-šaḥǎrût bag-gôlā,Hôṣāʾat ʿAm ʿÔvēd,Tēl-Āvîv,Ruppin,Arthur,heb,NA,11.4797028,-85.6661002
991888065,Rēšit ʿăvôdātî bā-āreṣ,Hôṣāʾat ʿAm ʿÔvēd,Tel-Aviv,Ruppin,Arthur,heb,NA,32.0852997,34.7818064
991889193,Die @Samt- und Seidenstadt Krefeld,[Ciba],Basel,NA,NA,NA,NA,47.5581077,7.5878261
991896467,Textilornamentik,[Ciba],Basel,NA,NA,NA,NA,47.5581077,7.5878261
991898605,Concerto for piano and orchestra,Schirmer,"New York, NY",Schönberg,Arnold,eng,NA,25.214103950000002,55.15085102248102
991898737,Concerto for violin and orchestra,Schirmer,"New York, NY",Schönberg,Arnold,ger,NA,25.214103950000002,55.15085102248102
991898737,Concerto for violin and orchestra,Schirmer,"New York, NY",Schönberg,Arnold,fre,NA,25.214103950000002,55.15085102248102
991915313,International assistance to refugees,League of Nations,Geneva [Genf],NA,NA,eng,NA,46.2017559,6.1466014
991930630,International assistance to refugees,League of Nations,Geneva [Genf],Emerson,Herbert,eng,NA,46.2017559,6.1466014
991930673,International assistance to refugees,League of Nations,Geneva [Genf],Emerson,Herbert,eng,NA,46.2017559,6.1466014
991930711,International assistance to refugees,League of Nations,Geneva [Genf],Emerson,Herbert,eng,NA,46.2017559,6.1466014
991935691,Refugees coming from Germany,League of Nations,Geneva,Malcolm,Neill,eng,NA,46.2017559,6.1466014
991935853,Refugees coming from Germany,League of Nations,Geneva [Genf],Malcolm,Neill,eng,NA,46.2017559,6.1466014
991940652,Der @Heiland von Dachau,Arbeitsgemeinschaft Preßkollektiv Wiener Revue,Wien,Huppert,Hugo,ger,NA,48.2083537,16.3725042
991942817,The @refugees,"[League of Nations,] Information Section",Geneva [Genf],NA,NA,eng,NA,46.2017559,6.1466014
99194707X,Report by the Committee submitted to the Council of the League of Nations,League of Nations,Geneva [Genf],NA,NA,eng,NA,46.2017559,6.1466014
992016878,Re-educating Germans?,National Peace Council,London,Allnutt,E. F.,eng,NA,51.5073219,-0.1276474
992100852,Goethe und Marianne von Willemer,Classen,Zürich,Brentano,Bernard,ger,NA,47.3744489,8.5410422
992119936,Anklage gegen die Ankläger,Éditions du Carrefour,Paris,NA,NA,ger,NA,48.8588897,2.3200410217200766
992141036,Têʾôdôr Herṣel sefaer tôledôtaw,Miṣpeh,Telʾ-Abib [Tel-Aviv],Bain,Aleksander,heb,NA,32.0852997,34.7818064
99217189X,Das @Schönste von Matthias Claudius,Classen,Zürich,Claudius,Matthias,ger,NA,47.3744489,8.5410422
992248728,Der @jüdische Krieg,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992248760,Der @jüdische Krieg,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992251125,Die @Söhne,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992257271,The @Jew of Rome,Hutchinson,London,Feuchtwanger,Lion,eng,NA,51.5073219,-0.1276474
992258057,Stücke in Prosa,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992258340,The @day will come,Hutchinson,London,Feuchtwanger,Lion,eng,NA,51.5073219,-0.1276474
992258340,The @day will come,Hutchinson,"New York, NY",Feuchtwanger,Lion,eng,NA,25.214103950000002,55.15085102248102
992258340,The @day will come,Hutchinson,Melbourne,Feuchtwanger,Lion,eng,NA,-37.8142176,144.9631608
992277558,Erfolg,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992278112,Exil,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992278341,Der @falsche Nero,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992281717,Die @Geschwister Oppenheim,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
992282020,Die @Geschwister Oppenheim,Querido,Amsterdam,Feuchtwanger,Lion,ger,NA,52.3727598,4.8936041
